ID;TRADEDATE;CLOSE
RUCBITR;20.11.2003;114,51
RUCBITR;21.11.2003;114,62
RUCBITR;24.11.2003;114,51
RUCBITR;25.11.2003;114,63
RUCBITR;26.11.2003;114,77
RUCBITR;27.11.2003;115,01
RUCBITR;28.11.2003;114,98
RUCBITR;01.12.2003;114,73
RUCBITR;02.12.2003;114,93
RUCBITR;03.12.2003;115,08
RUCBITR;04.12.2003;115,31
RUCBITR;05.12.2003;115,87
RUCBITR;08.12.2003;115,79
RUCBITR;09.12.2003;115,73
RUCBITR;10.12.2003;115,93
RUCBITR;11.12.2003;116,27
RUCBITR;15.12.2003;116,48
RUCBITR;16.12.2003;116,7
RUCBITR;17.12.2003;116,75
RUCBITR;18.12.2003;116,95
RUCBITR;19.12.2003;117,03
RUCBITR;22.12.2003;117,25
RUCBITR;23.12.2003;117,46
RUCBITR;24.12.2003;117,49
RUCBITR;25.12.2003;117,52
RUCBITR;26.12.2003;117,56
RUCBITR;29.12.2003;117,65
RUCBITR;30.12.2003;118,1
RUCBITR;05.01.2004;118,3
RUCBITR;06.01.2004;118,63
RUCBITR;08.01.2004;119,27
RUCBITR;09.01.2004;119,48
RUCBITR;12.01.2004;119,74
RUCBITR;13.01.2004;119,54
RUCBITR;14.01.2004;119,54
RUCBITR;15.01.2004;119,63
RUCBITR;16.01.2004;119,81
RUCBITR;19.01.2004;119,86
RUCBITR;20.01.2004;119,95
RUCBITR;21.01.2004;120
RUCBITR;22.01.2004;120,3
RUCBITR;23.01.2004;120,49
RUCBITR;26.01.2004;120,61
RUCBITR;27.01.2004;120,72
RUCBITR;28.01.2004;121,07
RUCBITR;29.01.2004;121,12
RUCBITR;30.01.2004;121,03
RUCBITR;02.02.2004;121,09
RUCBITR;03.02.2004;121,01
RUCBITR;04.02.2004;121,06
RUCBITR;05.02.2004;121,11
RUCBITR;06.02.2004;121,14
RUCBITR;09.02.2004;121,24
RUCBITR;10.02.2004;121,22
RUCBITR;11.02.2004;121,23
RUCBITR;12.02.2004;121,36
RUCBITR;13.02.2004;121,55
RUCBITR;16.02.2004;121,42
RUCBITR;17.02.2004;121,5
RUCBITR;18.02.2004;121,5
RUCBITR;19.02.2004;121,65
RUCBITR;20.02.2004;121,73
RUCBITR;24.02.2004;121,67
RUCBITR;25.02.2004;121,72
RUCBITR;26.02.2004;121,52
RUCBITR;27.02.2004;122,09
RUCBITR;01.03.2004;122,25
RUCBITR;02.03.2004;122,36
RUCBITR;03.03.2004;122,28
RUCBITR;04.03.2004;122,32
RUCBITR;05.03.2004;122,48
RUCBITR;09.03.2004;122,76
RUCBITR;10.03.2004;122,81
RUCBITR;11.03.2004;122,91
RUCBITR;12.03.2004;123,08
RUCBITR;15.03.2004;123,14
RUCBITR;16.03.2004;122,97
RUCBITR;17.03.2004;123,09
RUCBITR;18.03.2004;123,54
RUCBITR;19.03.2004;123,69
RUCBITR;22.03.2004;123,73
RUCBITR;23.03.2004;123,86
RUCBITR;24.03.2004;123,85
RUCBITR;25.03.2004;123,79
RUCBITR;26.03.2004;123,84
RUCBITR;29.03.2004;123,27
RUCBITR;30.03.2004;123,36
RUCBITR;31.03.2004;123,6
RUCBITR;01.04.2004;123,72
RUCBITR;02.04.2004;123,78
RUCBITR;05.04.2004;123,6
RUCBITR;06.04.2004;123,59
RUCBITR;07.04.2004;123,81
RUCBITR;08.04.2004;123,85
RUCBITR;09.04.2004;123,76
RUCBITR;12.04.2004;123,68
RUCBITR;13.04.2004;123,31
RUCBITR;14.04.2004;122,87
RUCBITR;15.04.2004;122,9
RUCBITR;16.04.2004;122,97
RUCBITR;19.04.2004;122,9
RUCBITR;20.04.2004;122,68
RUCBITR;21.04.2004;122,31
RUCBITR;22.04.2004;122,32
RUCBITR;23.04.2004;122,25
RUCBITR;26.04.2004;122,33
RUCBITR;27.04.2004;122,74
RUCBITR;28.04.2004;122,42
RUCBITR;29.04.2004;122
RUCBITR;30.04.2004;122,42
RUCBITR;05.05.2004;122,42
RUCBITR;06.05.2004;122,4
RUCBITR;07.05.2004;122,51
RUCBITR;11.05.2004;122,35
RUCBITR;12.05.2004;121,7
RUCBITR;13.05.2004;121,57
RUCBITR;14.05.2004;121,5
RUCBITR;17.05.2004;121,52
RUCBITR;18.05.2004;121,65
RUCBITR;19.05.2004;121,67
RUCBITR;20.05.2004;121,82
RUCBITR;21.05.2004;122,06
RUCBITR;24.05.2004;121,89
RUCBITR;25.05.2004;121,9
RUCBITR;26.05.2004;121,88
RUCBITR;27.05.2004;121,87
RUCBITR;28.05.2004;121,88
RUCBITR;31.05.2004;121,55
RUCBITR;01.06.2004;121,26
RUCBITR;02.06.2004;121,11
RUCBITR;03.06.2004;121,17
RUCBITR;04.06.2004;121,11
RUCBITR;07.06.2004;120,89
RUCBITR;08.06.2004;120,71
RUCBITR;09.06.2004;120,74
RUCBITR;10.06.2004;120,69
RUCBITR;11.06.2004;120,87
RUCBITR;15.06.2004;120,79
RUCBITR;16.06.2004;120,75
RUCBITR;17.06.2004;120,76
RUCBITR;18.06.2004;120,85
RUCBITR;21.06.2004;120,97
RUCBITR;22.06.2004;121,09
RUCBITR;23.06.2004;121,24
RUCBITR;24.06.2004;121,26
RUCBITR;25.06.2004;121,24
RUCBITR;28.06.2004;121,42
RUCBITR;29.06.2004;121,43
RUCBITR;30.06.2004;121,5
RUCBITR;01.07.2004;121,54
RUCBITR;02.07.2004;121,53
RUCBITR;05.07.2004;121,61
RUCBITR;06.07.2004;121,33
RUCBITR;07.07.2004;120,68
RUCBITR;08.07.2004;120,13
RUCBITR;09.07.2004;120,08
RUCBITR;12.07.2004;120,37
RUCBITR;13.07.2004;120,96
RUCBITR;14.07.2004;121,27
RUCBITR;15.07.2004;121,34
RUCBITR;16.07.2004;121,44
RUCBITR;19.07.2004;121,58
RUCBITR;20.07.2004;121,62
RUCBITR;21.07.2004;121,48
RUCBITR;22.07.2004;121,48
RUCBITR;23.07.2004;121,52
RUCBITR;26.07.2004;121,71
RUCBITR;27.07.2004;121,59
RUCBITR;28.07.2004;121,6
RUCBITR;29.07.2004;121,68
RUCBITR;30.07.2004;121,69
RUCBITR;02.08.2004;121,79
RUCBITR;03.08.2004;121,89
RUCBITR;04.08.2004;121,98
RUCBITR;05.08.2004;122,05
RUCBITR;06.08.2004;121,98
RUCBITR;09.08.2004;122,08
RUCBITR;10.08.2004;122,1
RUCBITR;11.08.2004;122,15
RUCBITR;12.08.2004;122,2
RUCBITR;13.08.2004;122,12
RUCBITR;16.08.2004;122,37
RUCBITR;17.08.2004;122,41
RUCBITR;18.08.2004;122,45
RUCBITR;19.08.2004;122,4
RUCBITR;20.08.2004;122,69
RUCBITR;23.08.2004;122,7
RUCBITR;24.08.2004;122,68
RUCBITR;25.08.2004;122,65
RUCBITR;26.08.2004;122,86
RUCBITR;27.08.2004;122,92
RUCBITR;30.08.2004;123,27
RUCBITR;31.08.2004;123,13
RUCBITR;01.09.2004;123,12
RUCBITR;02.09.2004;123,22
RUCBITR;03.09.2004;123,33
RUCBITR;06.09.2004;123,41
RUCBITR;07.09.2004;123,43
RUCBITR;08.09.2004;123,54
RUCBITR;09.09.2004;123,73
RUCBITR;10.09.2004;123,7
RUCBITR;13.09.2004;123,5
RUCBITR;14.09.2004;123,67
RUCBITR;15.09.2004;123,74
RUCBITR;16.09.2004;123,84
RUCBITR;17.09.2004;123,88
RUCBITR;20.09.2004;123,87
RUCBITR;21.09.2004;123,93
RUCBITR;22.09.2004;124,09
RUCBITR;23.09.2004;124,12
RUCBITR;24.09.2004;124,33
RUCBITR;27.09.2004;123,85
RUCBITR;28.09.2004;123,98
RUCBITR;29.09.2004;124,08
RUCBITR;30.09.2004;124,14
RUCBITR;01.10.2004;123,83
RUCBITR;04.10.2004;124,09
RUCBITR;05.10.2004;124,24
RUCBITR;06.10.2004;124,71
RUCBITR;07.10.2004;124,83
RUCBITR;08.10.2004;124,96
RUCBITR;11.10.2004;125,1
RUCBITR;12.10.2004;125,37
RUCBITR;13.10.2004;125,32
RUCBITR;14.10.2004;125,49
RUCBITR;15.10.2004;125,58
RUCBITR;18.10.2004;125,73
RUCBITR;19.10.2004;125,83
RUCBITR;20.10.2004;126
RUCBITR;21.10.2004;126,02
RUCBITR;22.10.2004;126,3
RUCBITR;25.10.2004;125,96
RUCBITR;26.10.2004;125,82
RUCBITR;27.10.2004;125,89
RUCBITR;28.10.2004;125,68
RUCBITR;29.10.2004;125,86
RUCBITR;01.11.2004;126,12
RUCBITR;02.11.2004;126
RUCBITR;03.11.2004;126,16
RUCBITR;04.11.2004;126,13
RUCBITR;05.11.2004;126,27
RUCBITR;09.11.2004;125,59
RUCBITR;10.11.2004;125,53
RUCBITR;11.11.2004;125,62
RUCBITR;12.11.2004;125,6
RUCBITR;15.11.2004;125,61
RUCBITR;16.11.2004;125,74
RUCBITR;17.11.2004;125,76
RUCBITR;18.11.2004;125,91
RUCBITR;19.11.2004;125,99
RUCBITR;22.11.2004;125,66
RUCBITR;23.11.2004;125,68
RUCBITR;24.11.2004;125,58
RUCBITR;25.11.2004;125,57
RUCBITR;26.11.2004;125,57
RUCBITR;29.11.2004;125,24
RUCBITR;30.11.2004;125,33
RUCBITR;01.12.2004;125,21
RUCBITR;02.12.2004;125,24
RUCBITR;03.12.2004;125,27
RUCBITR;06.12.2004;125,29
RUCBITR;07.12.2004;125,22
RUCBITR;08.12.2004;125,06
RUCBITR;09.12.2004;124,85
RUCBITR;10.12.2004;124,39
RUCBITR;14.12.2004;124,83
RUCBITR;15.12.2004;125,13
RUCBITR;16.12.2004;125,11
RUCBITR;17.12.2004;124,88
RUCBITR;20.12.2004;124,77
RUCBITR;21.12.2004;124,94
RUCBITR;22.12.2004;125,13
RUCBITR;23.12.2004;125,15
RUCBITR;24.12.2004;125,3
RUCBITR;27.12.2004;125,59
RUCBITR;28.12.2004;125,4
RUCBITR;29.12.2004;125,58
RUCBITR;30.12.2004;125,77
RUCBITR;11.01.2005;125,94
RUCBITR;12.01.2005;126
RUCBITR;13.01.2005;126,01
RUCBITR;14.01.2005;125,96
RUCBITR;17.01.2005;126,14
RUCBITR;18.01.2005;126,06
RUCBITR;19.01.2005;125,91
RUCBITR;20.01.2005;125,93
RUCBITR;21.01.2005;126,24
RUCBITR;24.01.2005;126,22
RUCBITR;25.01.2005;126,38
RUCBITR;26.01.2005;126,43
RUCBITR;27.01.2005;126,51
RUCBITR;28.01.2005;126,65
RUCBITR;31.01.2005;126,89
RUCBITR;01.02.2005;127,1
RUCBITR;02.02.2005;127,16
RUCBITR;03.02.2005;127,23
RUCBITR;04.02.2005;127,33
RUCBITR;07.02.2005;127,35
RUCBITR;08.02.2005;127,28
RUCBITR;09.02.2005;127,36
RUCBITR;10.02.2005;127,44
RUCBITR;11.02.2005;127,58
RUCBITR;14.02.2005;127,73
RUCBITR;15.02.2005;127,77
RUCBITR;16.02.2005;127,85
RUCBITR;17.02.2005;127,85
RUCBITR;18.02.2005;127,91
RUCBITR;21.02.2005;128,05
RUCBITR;22.02.2005;128,2
RUCBITR;24.02.2005;128,07
RUCBITR;25.02.2005;128,13
RUCBITR;28.02.2005;128,23
RUCBITR;01.03.2005;128,25
RUCBITR;02.03.2005;128,31
RUCBITR;03.03.2005;128,44
RUCBITR;04.03.2005;128,55
RUCBITR;05.03.2005;128,4
RUCBITR;09.03.2005;128,58
RUCBITR;10.03.2005;128,56
RUCBITR;11.03.2005;128,56
RUCBITR;14.03.2005;128,32
RUCBITR;15.03.2005;128,31
RUCBITR;16.03.2005;128,28
RUCBITR;17.03.2005;128,35
RUCBITR;18.03.2005;128,3
RUCBITR;21.03.2005;128,28
RUCBITR;22.03.2005;128,41
RUCBITR;23.03.2005;128,42
RUCBITR;24.03.2005;128,55
RUCBITR;25.03.2005;128,5
RUCBITR;28.03.2005;128,49
RUCBITR;29.03.2005;128,54
RUCBITR;30.03.2005;128,56
RUCBITR;31.03.2005;128,65
RUCBITR;01.04.2005;128,61
RUCBITR;04.04.2005;128,75
RUCBITR;05.04.2005;128,77
RUCBITR;06.04.2005;129
RUCBITR;07.04.2005;129,23
RUCBITR;08.04.2005;129,19
RUCBITR;11.04.2005;129,29
RUCBITR;12.04.2005;129,29
RUCBITR;13.04.2005;129,3
RUCBITR;14.04.2005;129,45
RUCBITR;15.04.2005;129,43
RUCBITR;18.04.2005;129,12
RUCBITR;19.04.2005;128,79
RUCBITR;20.04.2005;129,25
RUCBITR;21.04.2005;129,31
RUCBITR;22.04.2005;129,32
RUCBITR;25.04.2005;129,11
RUCBITR;26.04.2005;129,12
RUCBITR;27.04.2005;129,14
RUCBITR;28.04.2005;129,26
RUCBITR;29.04.2005;129,39
RUCBITR;03.05.2005;129,41
RUCBITR;04.05.2005;129,49
RUCBITR;05.05.2005;129,54
RUCBITR;06.05.2005;129,62
RUCBITR;11.05.2005;129,67
RUCBITR;12.05.2005;129,71
RUCBITR;13.05.2005;129,76
RUCBITR;14.05.2005;129,9
RUCBITR;16.05.2005;129,98
RUCBITR;17.05.2005;129,77
RUCBITR;18.05.2005;130,09
RUCBITR;19.05.2005;130,2
RUCBITR;20.05.2005;130,23
RUCBITR;23.05.2005;130,32
RUCBITR;24.05.2005;130,38
RUCBITR;25.05.2005;130,39
RUCBITR;26.05.2005;130,32
RUCBITR;27.05.2005;130,4
RUCBITR;30.05.2005;130,11
RUCBITR;31.05.2005;130,11
RUCBITR;01.06.2005;130,09
RUCBITR;02.06.2005;130,16
RUCBITR;03.06.2005;130,18
RUCBITR;06.06.2005;130,12
RUCBITR;07.06.2005;130,18
RUCBITR;08.06.2005;130,27
RUCBITR;09.06.2005;130,33
RUCBITR;10.06.2005;130,3
RUCBITR;14.06.2005;130,42
RUCBITR;15.06.2005;130,38
RUCBITR;16.06.2005;130,45
RUCBITR;17.06.2005;130,5
RUCBITR;20.06.2005;130,58
RUCBITR;21.06.2005;130,57
RUCBITR;22.06.2005;130,5
RUCBITR;23.06.2005;130,42
RUCBITR;24.06.2005;130,57
RUCBITR;27.06.2005;130,64
RUCBITR;28.06.2005;130,58
RUCBITR;29.06.2005;130,63
RUCBITR;30.06.2005;130,65
RUCBITR;01.07.2005;130,71
RUCBITR;04.07.2005;130,81
RUCBITR;05.07.2005;130,76
RUCBITR;06.07.2005;130,82
RUCBITR;07.07.2005;130,88
RUCBITR;08.07.2005;130,85
RUCBITR;11.07.2005;131,03
RUCBITR;12.07.2005;131,04
RUCBITR;13.07.2005;131,09
RUCBITR;14.07.2005;131,1
RUCBITR;15.07.2005;131,15
RUCBITR;18.07.2005;131,24
RUCBITR;19.07.2005;131,3
RUCBITR;20.07.2005;131,32
RUCBITR;21.07.2005;131,37
RUCBITR;22.07.2005;131,46
RUCBITR;25.07.2005;131,55
RUCBITR;26.07.2005;131,53
RUCBITR;27.07.2005;131,6
RUCBITR;28.07.2005;131,53
RUCBITR;29.07.2005;131,55
RUCBITR;01.08.2005;131,57
RUCBITR;02.08.2005;131,41
RUCBITR;03.08.2005;131,62
RUCBITR;04.08.2005;131,77
RUCBITR;05.08.2005;131,7
RUCBITR;08.08.2005;131,77
RUCBITR;09.08.2005;131,81
RUCBITR;10.08.2005;131,96
RUCBITR;11.08.2005;131,97
RUCBITR;12.08.2005;132,1
RUCBITR;15.08.2005;132,15
RUCBITR;16.08.2005;132,2
RUCBITR;17.08.2005;132,21
RUCBITR;18.08.2005;132,36
RUCBITR;19.08.2005;132,27
RUCBITR;22.08.2005;132,35
RUCBITR;23.08.2005;132,52
RUCBITR;24.08.2005;132,55
RUCBITR;25.08.2005;132,52
RUCBITR;26.08.2005;132,44
RUCBITR;29.08.2005;132,6
RUCBITR;30.08.2005;132,63
RUCBITR;31.08.2005;132,68
RUCBITR;01.09.2005;132,95
RUCBITR;02.09.2005;132,89
RUCBITR;05.09.2005;133,15
RUCBITR;06.09.2005;133,06
RUCBITR;07.09.2005;133,05
RUCBITR;08.09.2005;133,06
RUCBITR;09.09.2005;133,18
RUCBITR;12.09.2005;133,3
RUCBITR;13.09.2005;133,28
RUCBITR;14.09.2005;133,35
RUCBITR;15.09.2005;133,47
RUCBITR;16.09.2005;133,54
RUCBITR;19.09.2005;133,64
RUCBITR;20.09.2005;133,72
RUCBITR;21.09.2005;133,75
RUCBITR;22.09.2005;133,66
RUCBITR;23.09.2005;133,85
RUCBITR;26.09.2005;134
RUCBITR;27.09.2005;134,04
RUCBITR;28.09.2005;133,86
RUCBITR;29.09.2005;133,87
RUCBITR;30.09.2005;133,89
RUCBITR;03.10.2005;133,86
RUCBITR;04.10.2005;133,89
RUCBITR;05.10.2005;133,96
RUCBITR;06.10.2005;133,91
RUCBITR;07.10.2005;133,9
RUCBITR;10.10.2005;134
RUCBITR;11.10.2005;134,11
RUCBITR;12.10.2005;134,14
RUCBITR;13.10.2005;134,14
RUCBITR;14.10.2005;133,99
RUCBITR;17.10.2005;134,13
RUCBITR;18.10.2005;134,08
RUCBITR;19.10.2005;134,03
RUCBITR;20.10.2005;134,18
RUCBITR;21.10.2005;134,19
RUCBITR;24.10.2005;133,86
RUCBITR;25.10.2005;133,82
RUCBITR;26.10.2005;133,79
RUCBITR;27.10.2005;133,81
RUCBITR;28.10.2005;133,92
RUCBITR;31.10.2005;134,39
RUCBITR;01.11.2005;133,93
RUCBITR;02.11.2005;134,04
RUCBITR;03.11.2005;134,53
RUCBITR;07.11.2005;134,18
RUCBITR;08.11.2005;134,19
RUCBITR;09.11.2005;134,17
RUCBITR;10.11.2005;134,23
RUCBITR;11.11.2005;134,2
RUCBITR;14.11.2005;134,26
RUCBITR;15.11.2005;134,17
RUCBITR;16.11.2005;134,27
RUCBITR;17.11.2005;134,31
RUCBITR;18.11.2005;134,25
RUCBITR;21.11.2005;134,06
RUCBITR;22.11.2005;134,03
RUCBITR;23.11.2005;134,05
RUCBITR;24.11.2005;134,23
RUCBITR;25.11.2005;134,06
RUCBITR;28.11.2005;134,19
RUCBITR;29.11.2005;134,3
RUCBITR;30.11.2005;134,28
RUCBITR;01.12.2005;133,9
RUCBITR;02.12.2005;133,96
RUCBITR;05.12.2005;134,04
RUCBITR;06.12.2005;133,92
RUCBITR;07.12.2005;133,93
RUCBITR;08.12.2005;133,8
RUCBITR;09.12.2005;134,04
RUCBITR;12.12.2005;134,13
RUCBITR;13.12.2005;134,06
RUCBITR;14.12.2005;134,17
RUCBITR;15.12.2005;134,28
RUCBITR;16.12.2005;134,01
RUCBITR;19.12.2005;134,22
RUCBITR;20.12.2005;134,11
RUCBITR;21.12.2005;134,07
RUCBITR;22.12.2005;133,99
RUCBITR;23.12.2005;134,26
RUCBITR;26.12.2005;134,49
RUCBITR;27.12.2005;134,56
RUCBITR;28.12.2005;134,29
RUCBITR;29.12.2005;134,57
RUCBITR;30.12.2005;134,73
RUCBITR;10.01.2006;134,73
RUCBITR;11.01.2006;134,68
RUCBITR;12.01.2006;134,84
RUCBITR;13.01.2006;134,85
RUCBITR;16.01.2006;134,98
RUCBITR;17.01.2006;135,11
RUCBITR;18.01.2006;135,12
RUCBITR;19.01.2006;135,16
RUCBITR;20.01.2006;135,26
RUCBITR;23.01.2006;135,36
RUCBITR;24.01.2006;135,4
RUCBITR;25.01.2006;135,38
RUCBITR;26.01.2006;135,31
RUCBITR;27.01.2006;135,31
RUCBITR;30.01.2006;135,02
RUCBITR;31.01.2006;135,09
RUCBITR;01.02.2006;135,1
RUCBITR;02.02.2006;135,29
RUCBITR;03.02.2006;135,44
RUCBITR;06.02.2006;135,57
RUCBITR;07.02.2006;135,63
RUCBITR;08.02.2006;135,57
RUCBITR;09.02.2006;135,63
RUCBITR;10.02.2006;135,68
RUCBITR;13.02.2006;135,79
RUCBITR;14.02.2006;135,88
RUCBITR;15.02.2006;135,82
RUCBITR;16.02.2006;135,97
RUCBITR;17.02.2006;136,02
RUCBITR;20.02.2006;135,99
RUCBITR;21.02.2006;136,05
RUCBITR;22.02.2006;136,03
RUCBITR;26.02.2006;136,15
RUCBITR;27.02.2006;136,25
RUCBITR;28.02.2006;136,31
RUCBITR;01.03.2006;136,36
RUCBITR;02.03.2006;136,32
RUCBITR;03.03.2006;136,41
RUCBITR;06.03.2006;136,47
RUCBITR;07.03.2006;136,39
RUCBITR;09.03.2006;136,39
RUCBITR;10.03.2006;136,42
RUCBITR;13.03.2006;136,6
RUCBITR;14.03.2006;136,61
RUCBITR;15.03.2006;136,63
RUCBITR;16.03.2006;136,62
RUCBITR;17.03.2006;136,74
RUCBITR;20.03.2006;136,83
RUCBITR;21.03.2006;136,81
RUCBITR;22.03.2006;136,84
RUCBITR;23.03.2006;136,88
RUCBITR;24.03.2006;136,78
RUCBITR;27.03.2006;136,79
RUCBITR;28.03.2006;136,97
RUCBITR;29.03.2006;136,69
RUCBITR;30.03.2006;137,1
RUCBITR;31.03.2006;137,17
RUCBITR;03.04.2006;137,16
RUCBITR;04.04.2006;137,29
RUCBITR;05.04.2006;137,25
RUCBITR;06.04.2006;137,28
RUCBITR;07.04.2006;137,41
RUCBITR;10.04.2006;137,4
RUCBITR;11.04.2006;137,38
RUCBITR;12.04.2006;137,39
RUCBITR;13.04.2006;137,48
