ID;TRADEDATE;CLOSE
MCFTR;26.02.2003;335,67
MCFTR;27.02.2003;338,35
MCFTR;28.02.2003;341,52
MCFTR;03.03.2003;352,24
MCFTR;04.03.2003;348,4
MCFTR;05.03.2003;357,65
MCFTR;06.03.2003;359,97
MCFTR;07.03.2003;354,87
MCFTR;11.03.2003;349,89
MCFTR;12.03.2003;343,24
MCFTR;13.03.2003;346,83
MCFTR;14.03.2003;345,65
MCFTR;17.03.2003;337,83
MCFTR;18.03.2003;330,14
MCFTR;19.03.2003;333,97
MCFTR;20.03.2003;334,91
MCFTR;21.03.2003;338,76
MCFTR;24.03.2003;332,3
MCFTR;25.03.2003;333,57
MCFTR;26.03.2003;333,3
MCFTR;27.03.2003;332,7
MCFTR;28.03.2003;332,88
MCFTR;31.03.2003;325,56
MCFTR;01.04.2003;327,44
MCFTR;02.04.2003;331,02
MCFTR;03.04.2003;326,94
MCFTR;04.04.2003;330,53
MCFTR;07.04.2003;336,3
MCFTR;08.04.2003;337,48
MCFTR;09.04.2003;336,53
MCFTR;10.04.2003;336,76
MCFTR;11.04.2003;338,21
MCFTR;14.04.2003;341,99
MCFTR;15.04.2003;345,97
MCFTR;16.04.2003;344,63
MCFTR;17.04.2003;348,61
MCFTR;18.04.2003;356,81
MCFTR;21.04.2003;363,89
MCFTR;22.04.2003;364,89
MCFTR;23.04.2003;373,05
MCFTR;24.04.2003;366,21
MCFTR;25.04.2003;371,96
MCFTR;28.04.2003;382,74
MCFTR;29.04.2003;376,26
MCFTR;30.04.2003;369,77
MCFTR;05.05.2003;380,22
MCFTR;06.05.2003;379,88
MCFTR;07.05.2003;375,86
MCFTR;08.05.2003;374,79
MCFTR;12.05.2003;385,27
MCFTR;13.05.2003;384,56
MCFTR;14.05.2003;387,04
MCFTR;15.05.2003;391,82
MCFTR;16.05.2003;399,74
MCFTR;19.05.2003;404,33
MCFTR;20.05.2003;399,47
MCFTR;21.05.2003;399,37
MCFTR;22.05.2003;411,22
MCFTR;23.05.2003;415,26
MCFTR;26.05.2003;420,99
MCFTR;27.05.2003;422,57
MCFTR;28.05.2003;426,61
MCFTR;29.05.2003;420,56
MCFTR;30.05.2003;421,08
MCFTR;02.06.2003;413,64
MCFTR;03.06.2003;420,06
MCFTR;04.06.2003;423,82
MCFTR;05.06.2003;420,07
MCFTR;06.06.2003;431,39
MCFTR;09.06.2003;437,14
MCFTR;10.06.2003;421,49
MCFTR;11.06.2003;430,09
MCFTR;16.06.2003;452,34
MCFTR;17.06.2003;456,74
MCFTR;18.06.2003;451,9
MCFTR;19.06.2003;441,21
MCFTR;20.06.2003;443,57
MCFTR;21.06.2003;447,04
MCFTR;23.06.2003;441,19
MCFTR;24.06.2003;443,59
MCFTR;25.06.2003;455,1
MCFTR;26.06.2003;448,15
MCFTR;27.06.2003;451,02
MCFTR;30.06.2003;455,44
MCFTR;01.07.2003;455,16
MCFTR;02.07.2003;467,98
MCFTR;03.07.2003;460,98
MCFTR;04.07.2003;466,48
MCFTR;07.07.2003;468,05
MCFTR;08.07.2003;463,13
MCFTR;09.07.2003;446,69
MCFTR;10.07.2003;433,37
MCFTR;11.07.2003;427,26
MCFTR;14.07.2003;439,3
MCFTR;15.07.2003;438,55
MCFTR;16.07.2003;410,24
MCFTR;17.07.2003;391,93
MCFTR;18.07.2003;398,8
MCFTR;21.07.2003;410,13
MCFTR;22.07.2003;419,1
MCFTR;23.07.2003;413,98
MCFTR;24.07.2003;426,8
MCFTR;25.07.2003;428,11
MCFTR;28.07.2003;427,96
MCFTR;29.07.2003;417,07
MCFTR;30.07.2003;422,43
MCFTR;31.07.2003;430,3
MCFTR;01.08.2003;419,22
MCFTR;04.08.2003;421,65
MCFTR;05.08.2003;424,41
MCFTR;06.08.2003;431,9
MCFTR;07.08.2003;431,97
MCFTR;08.08.2003;433,47
MCFTR;11.08.2003;442,96
MCFTR;12.08.2003;447,28
MCFTR;13.08.2003;453,36
MCFTR;14.08.2003;457,76
MCFTR;15.08.2003;464,33
MCFTR;18.08.2003;474,91
MCFTR;19.08.2003;476,17
MCFTR;20.08.2003;469,87
MCFTR;21.08.2003;478,31
MCFTR;22.08.2003;479,96
MCFTR;25.08.2003;477,4
MCFTR;26.08.2003;471,13
MCFTR;27.08.2003;469,98
MCFTR;28.08.2003;476,35
MCFTR;29.08.2003;484
MCFTR;01.09.2003;491,9
MCFTR;02.09.2003;501,03
MCFTR;03.09.2003;495,11
MCFTR;04.09.2003;502,29
MCFTR;05.09.2003;497,82
MCFTR;08.09.2003;492,8
MCFTR;09.09.2003;490,25
MCFTR;10.09.2003;495,32
MCFTR;11.09.2003;491,88
MCFTR;12.09.2003;498,22
MCFTR;15.09.2003;505,8
MCFTR;16.09.2003;507,08
MCFTR;17.09.2003;502,12
MCFTR;18.09.2003;501,86
MCFTR;19.09.2003;497,37
MCFTR;22.09.2003;492,65
MCFTR;23.09.2003;504,52
MCFTR;24.09.2003;507,72
MCFTR;25.09.2003;503,83
MCFTR;26.09.2003;502,62
MCFTR;29.09.2003;516,03
MCFTR;30.09.2003;515,17
MCFTR;01.10.2003;521,11
MCFTR;02.10.2003;533,25
MCFTR;03.10.2003;535,8
MCFTR;06.10.2003;540,56
MCFTR;07.10.2003;546,32
MCFTR;08.10.2003;567,52
MCFTR;09.10.2003;559,35
MCFTR;10.10.2003;550,64
MCFTR;13.10.2003;567,38
MCFTR;14.10.2003;570,67
MCFTR;15.10.2003;572,16
MCFTR;16.10.2003;580,1
MCFTR;17.10.2003;583,1
MCFTR;20.10.2003;579,67
MCFTR;21.10.2003;553,45
MCFTR;22.10.2003;527,12
MCFTR;23.10.2003;530,91
MCFTR;24.10.2003;536
MCFTR;27.10.2003;500,42
MCFTR;28.10.2003;509,67
MCFTR;29.10.2003;498,35
MCFTR;30.10.2003;448,76
MCFTR;31.10.2003;468,85
MCFTR;03.11.2003;506,25
MCFTR;04.11.2003;502,78
MCFTR;05.11.2003;493,1
MCFTR;06.11.2003;492,89
MCFTR;10.11.2003;493,72
MCFTR;11.11.2003;482,61
MCFTR;12.11.2003;474,82
MCFTR;13.11.2003;475,43
MCFTR;14.11.2003;472,57
MCFTR;17.11.2003;461,77
MCFTR;18.11.2003;441,18
MCFTR;19.11.2003;429,26
MCFTR;20.11.2003;446,15
MCFTR;21.11.2003;455,32
MCFTR;24.11.2003;469,92
MCFTR;25.11.2003;480,71
MCFTR;26.11.2003;486,74
MCFTR;27.11.2003;488,51
MCFTR;28.11.2003;484,73
MCFTR;01.12.2003;484,21
MCFTR;02.12.2003;493,98
MCFTR;03.12.2003;503,53
MCFTR;04.12.2003;495,53
MCFTR;05.12.2003;494,42
MCFTR;08.12.2003;494,69
MCFTR;09.12.2003;501,74
MCFTR;10.12.2003;501,74
MCFTR;11.12.2003;499,36
MCFTR;15.12.2003;506,22
MCFTR;16.12.2003;497,54
MCFTR;17.12.2003;500,82
MCFTR;18.12.2003;509,94
MCFTR;19.12.2003;519,73
MCFTR;22.12.2003;521,95
MCFTR;23.12.2003;516,85
MCFTR;24.12.2003;511,65
MCFTR;25.12.2003;513,56
MCFTR;26.12.2003;517,58
MCFTR;29.12.2003;518,81
MCFTR;30.12.2003;514,71
MCFTR;31.12.2003;514,71
MCFTR;05.01.2004;542,19
MCFTR;06.01.2004;543,94
MCFTR;08.01.2004;533,57
MCFTR;09.01.2004;549,69
MCFTR;12.01.2004;536,85
MCFTR;13.01.2004;531,93
MCFTR;14.01.2004;542,45
MCFTR;15.01.2004;523,81
MCFTR;16.01.2004;532,49
MCFTR;19.01.2004;539,17
MCFTR;20.01.2004;541,87
MCFTR;21.01.2004;546,98
MCFTR;22.01.2004;553,17
MCFTR;23.01.2004;563,62
MCFTR;26.01.2004;556,89
MCFTR;27.01.2004;561
MCFTR;28.01.2004;556,33
MCFTR;29.01.2004;562,15
MCFTR;30.01.2004;551,72
MCFTR;02.02.2004;542,56
MCFTR;03.02.2004;551,02
MCFTR;04.02.2004;557,56
MCFTR;05.02.2004;547,79
MCFTR;06.02.2004;549,09
MCFTR;09.02.2004;552,83
MCFTR;10.02.2004;550,29
